"emp_no","first_name","last_name","title","from_date","to_date"
37954,"Remko","Haraldson","Staff","1995-11-22","2000-11-21"
37956,"Sadok","Iwayama","Senior Engineer","1997-08-07","9999-01-01"
37963,"Danny","Alblas","Engineer","1995-10-18","9999-01-01"
37968,"Teruyuki","Bouloucos","Staff","1995-05-12","9999-01-01"
37976,"Yuichiro","Crooks","Engineer","1998-03-03","9999-01-01"
37981,"Taegyun","Imataki","Engineer","1995-02-08","9999-01-01"
37988,"Lucian","Naumovich","Engineer","1998-04-03","9999-01-01"
38013,"Gio","Heydon","Technique Leader","1995-12-18","9999-01-01"
38036,"Subhada","Schwartzbauer","Staff","1998-01-03","9999-01-01"
38058,"Khalil","Kavraki","Engineer","1995-10-28","2001-10-27"
38058,"Khalil","Kavraki","Senior Engineer","2001-10-27","9999-01-01"
38063,"Nevin","Fabrizio","Engineer","1997-02-11","9999-01-01"
38086,"Sachin","Alpin","Engineer","1995-06-26","2001-06-25"
38086,"Sachin","Alpin","Senior Engineer","2001-06-25","9999-01-01"
38088,"Guiseppe","Emmart","Staff","1995-10-16","9999-01-01"
38089,"Rasiah","Perez","Staff","1998-10-04","9999-01-01"
38116,"Pasqua","Rahier","Senior Staff","1995-07-20","9999-01-01"
38118,"Takahito","DeMori","Engineer","1999-05-02","9999-01-01"
38131,"Sugwoo","Spieker","Senior Staff","2001-04-17","9999-01-01"
38131,"Sugwoo","Spieker","Staff","1995-04-18","2001-04-17"
38149,"Kazuhide","Brattka","Senior Engineer","1998-02-20","9999-01-01"
38170,"Leon","Gulla","Senior Staff","1996-06-13","9999-01-01"
38179,"Jinya","Pfau","Assistant Engineer","1995-06-06","2002-06-06"
38179,"Jinya","Pfau","Engineer","2002-06-06","9999-01-01"
38194,"Indrajit","Bahk","Senior Staff","2002-04-09","9999-01-01"
38194,"Indrajit","Bahk","Staff","1995-04-09","2002-04-09"
38199,"Jacopo","Shimshoni","Engineer","1999-04-14","9999-01-01"
38208,"Fumiko","Marletta","Staff","1999-01-25","9999-01-01"
38209,"Halsur","Thimonier","Engineer","1999-10-30","9999-01-01"
38215,"Zvonko","Bisiani","Staff","1996-01-01","9999-01-01"
38217,"Billie","Jayawardene","Senior Engineer","1995-12-13","9999-01-01"
38227,"Abdelghani","Crabtree","Senior Engineer","1997-09-13","9999-01-01"
38229,"Slavian","Carrera","Engineer","1998-10-04","9999-01-01"
38235,"Make","Marsiglia","Senior Engineer","1999-07-28","9999-01-01"
38245,"Foong","Gaughan","Engineer","1996-09-22","9999-01-01"
38251,"Hatim","Birge","Staff","1999-10-24","9999-01-01"
38265,"Tzu","Soicher","Staff","1999-08-22","9999-01-01"
38272,"Guttorm","Munawer","Staff","1997-08-13","9999-01-01"
38282,"Atreye","Ginneken","Technique Leader","1998-05-12","9999-01-01"
38298,"Hinrich","Krzyzanowski","Senior Staff","1998-12-11","9999-01-01"
38306,"Mizuhito","VanScheik","Staff","1996-06-19","9999-01-01"
38315,"Collette","Yurov","Staff","1996-07-02","9999-01-01"
38321,"Henk","Chinen","Engineer","1996-03-27","9999-01-01"
38339,"Keiichiro","Brookner","Engineer","1995-06-22","9999-01-01"
38341,"Huiqun","Klerer","Senior Engineer","1999-11-24","9999-01-01"
38358,"Xinglin","Gils","Staff","1995-11-10","9999-01-01"
38362,"Richard","Wursthorn","Staff","1998-06-08","9999-01-01"
38369,"Jianhao","Gewali","Senior Staff","2001-08-30","9999-01-01"
38369,"Jianhao","Gewali","Staff","1995-08-31","2001-08-30"
38376,"Demin","Sambasivam","Senior Engineer","1996-01-05","9999-01-01"
38394,"Xiping","Shackell","Staff","1999-11-22","9999-01-01"
38396,"Kazuhiko","Parveen","Engineer","2000-01-12","9999-01-01"
38418,"Kerryn","Bahi","Staff","1995-06-30","9999-01-01"
38423,"Kamakshi","Jayawardene","Assistant Engineer","1997-03-20","2002-03-20"
38423,"Kamakshi","Jayawardene","Engineer","2002-03-20","9999-01-01"
38458,"Kazuhiro","Kilgour","Engineer","1997-10-21","9999-01-01"
38479,"Stamatina","Dehkordi","Engineer","1996-06-18","9999-01-01"
38488,"Guther","Merro","Staff","1996-09-01","9999-01-01"
38494,"Gill","Tomescu","Engineer","1996-11-27","9999-01-01"
38496,"Tesuya","Rubsam","Engineer","1996-07-17","2002-07-17"
38496,"Tesuya","Rubsam","Senior Engineer","2002-07-17","9999-01-01"
38504,"Gila","Uehara","Technique Leader","1998-10-16","9999-01-01"
38506,"Takanari","Famili","Engineer","1996-10-12","9999-01-01"
38514,"Claudi","Kranzdorf","Senior Staff","2000-09-09","9999-01-01"
38514,"Claudi","Kranzdorf","Staff","1995-09-10","2000-09-09"
38524,"Mrinalini","Vrecion","Technique Leader","1997-07-20","9999-01-01"
38565,"Susanna","Uludag","Senior Engineer","1999-11-25","9999-01-01"
38585,"Leen","Ruemmler","Engineer","1997-02-19","9999-01-01"
38588,"Krister","Knightly","Staff","1995-12-24","9999-01-01"
38610,"Jaber","Ravishankar","Technique Leader","1996-04-02","9999-01-01"
38625,"Aleksander","Deyuan","Staff","1995-11-05","9999-01-01"
38652,"Chinho","Guenter","Staff","1995-06-25","9999-01-01"
38659,"Kwangyoen","Daescu","Staff","1999-02-08","9999-01-01"
38661,"Morrie","Furedi","Senior Staff","1998-11-12","9999-01-01"
38682,"Karsten","Molberg","Senior Engineer","1997-05-15","9999-01-01"
38688,"Serap","Panwar","Senior Engineer","1997-07-30","9999-01-01"
38689,"King","Hoogerwoord","Assistant Engineer","1999-04-25","9999-01-01"
38713,"Dmitry","Kading","Engineer","1995-05-19","2000-05-18"
38713,"Dmitry","Kading","Senior Engineer","2000-05-18","9999-01-01"
38718,"Aluzio","Zolotykh","Technique Leader","1997-01-24","9999-01-01"
38726,"Emdad","Seiwald","Engineer","1995-02-13","9999-01-01"
38743,"Baruch","Brender","Engineer","1998-08-24","9999-01-01"
38755,"Harngdar","Lalonde","Engineer","1998-07-22","9999-01-01"
38769,"Pasqua","Sethi","Assistant Engineer","1997-05-20","9999-01-01"
38794,"Sham","Randi","Senior Staff","2000-08-01","9999-01-01"
38794,"Sham","Randi","Staff","1995-08-02","2000-08-01"
38808,"Akemi","Danley","Technique Leader","1995-01-03","9999-01-01"
38809,"Rildo","Gelosh","Senior Engineer","1997-05-13","9999-01-01"
38813,"Rosalie","Quadeer","Engineer","1998-02-15","9999-01-01"
38814,"Steen","Janetzko","Technique Leader","1995-03-13","9999-01-01"
38817,"Douadi","Pashtan","Staff","1998-08-21","9999-01-01"
38864,"Vincent","Gill","Engineer","1998-01-13","9999-01-01"
38866,"Moss","Bojadziev","Senior Engineer","1998-02-18","9999-01-01"
38869,"Zongyan","Brizzi","Engineer","1995-12-14","2000-12-13"
38869,"Zongyan","Brizzi","Senior Engineer","2000-12-13","9999-01-01"
38874,"Shahar","Bernick","Staff","1995-07-08","9999-01-01"
38890,"Mohit","Mellouli","Staff","1998-12-12","9999-01-01"
38891,"Elvia","Backhouse","Senior Engineer","1995-09-25","9999-01-01"
38914,"Phillip","Puppe","Engineer","1999-10-16","9999-01-01"
38917,"Anyuan","Gulak","Engineer","1995-12-29","9999-01-01"
38925,"Godehard","Passino","Engineer","1997-10-31","9999-01-01"
38927,"Adit","Schapiro","Engineer","1997-03-05","9999-01-01"
38929,"Salvador","Lanteri","Engineer","1998-02-20","9999-01-01"
38934,"Aris","Dalphin","Engineer","1998-03-20","9999-01-01"
38956,"Tesuro","Flanders","Senior Staff","2000-03-06","9999-01-01"
38956,"Tesuro","Flanders","Staff","1995-03-07","2000-03-06"
38975,"Moto","Zongker","Engineer","1995-07-30","2001-07-29"
38975,"Moto","Zongker","Senior Engineer","2001-07-29","9999-01-01"
38998,"Arfst","Brodie","Engineer","1997-11-04","9999-01-01"
39003,"Mayuri","Honiden","Engineer","1997-03-14","9999-01-01"
39007,"Arra","Stille","Engineer","1997-12-05","9999-01-01"
39027,"Zhilian","Greenaway","Engineer","1995-11-30","2001-11-29"
39027,"Zhilian","Greenaway","Senior Engineer","2001-11-29","9999-01-01"
39028,"Reinhold","Himler","Assistant Engineer","1995-10-29","2001-10-28"
39028,"Reinhold","Himler","Engineer","2001-10-28","9999-01-01"
39033,"Fun","Lung","Staff","1995-10-05","9999-01-01"
39036,"Changho","Cappelli","Staff","1996-05-04","9999-01-01"
39037,"True","Fortenbacher","Engineer","1996-02-13","9999-01-01"
39062,"Remmert","Baar","Engineer","1998-09-25","9999-01-01"
39088,"Wanqing","Paciorek","Staff","1997-01-02","9999-01-01"
39096,"Moriyoshi","Sankaranarayanan","Senior Staff","2002-01-23","9999-01-01"
39096,"Moriyoshi","Sankaranarayanan","Staff","1995-01-23","2002-01-23"
39097,"Toshimitsu","Luca","Staff","1998-03-07","9999-01-01"
39102,"Seongbae","Goodrum","Senior Engineer","1998-02-05","9999-01-01"
39104,"Anneke","Antonakopoulos","Engineer","1999-08-25","9999-01-01"
39106,"Mototsugu","Frijda","Staff","1998-11-28","9999-01-01"
39118,"Szabolcs","Attimonelli","Senior Engineer","1997-05-22","9999-01-01"
39129,"Anestis","Chelton","Engineer","1995-06-28","2002-06-28"
39129,"Anestis","Chelton","Senior Engineer","2002-06-28","9999-01-01"
39137,"Licheng","Msuda","Engineer","1997-05-12","9999-01-01"
39158,"Leah","Sewelson","Staff","1998-10-20","9999-01-01"
39173,"Rosalyn","Schmezko","Staff","1999-01-27","9999-01-01"
39181,"Gao","Einsfeld","Staff","1996-04-17","9999-01-01"
39184,"Duangkaew","Gadepally","Technique Leader","1995-02-06","9999-01-01"
39200,"Dharmaraja","Malabarba","Engineer","1996-06-21","9999-01-01"
39214,"Duke","Birsak","Staff","1995-02-27","9999-01-01"
39228,"Vishwani","Braunmuhl","Staff","1999-03-08","9999-01-01"
39241,"Jingling","Berstel","Engineer","1995-06-10","2002-06-10"
39241,"Jingling","Berstel","Senior Engineer","2002-06-10","9999-01-01"
39244,"Sasan","Marrevee","Engineer","2000-01-13","9999-01-01"
39246,"Rafols","Papadias","Staff","1997-04-30","9999-01-01"
39257,"Youjian","Narahara","Technique Leader","1996-04-18","9999-01-01"
39266,"Roded","Ashish","Senior Staff","1997-10-04","9999-01-01"
39275,"Kotesh","Schmittgen","Senior Staff","1997-09-18","9999-01-01"
39279,"Baruch","Pews","Staff","1999-10-27","9999-01-01"
39288,"Unal","Angiulli","Staff","1999-04-08","9999-01-01"
39306,"Hidefumi","Fasbender","Staff","1998-01-18","9999-01-01"
39310,"Ronghao","Gargeya","Assistant Engineer","1995-11-05","9999-01-01"
39347,"Cristinel","Mellouli","Engineer","1996-09-02","2001-09-02"
39347,"Cristinel","Mellouli","Senior Engineer","2001-09-02","9999-01-01"
39360,"Xiaobin","Alameldin","Senior Staff","1999-06-09","9999-01-01"
39384,"Mori","Trumbly","Assistant Engineer","1996-12-17","2001-12-17"
39384,"Mori","Trumbly","Engineer","2001-12-17","9999-01-01"
39393,"Deborah","Melichar","Engineer","1997-06-29","9999-01-01"
39401,"Conal","Cannane","Staff","1997-05-26","9999-01-01"
39423,"Tiina","Przulj","Senior Engineer","1995-10-13","9999-01-01"
39440,"Tzvetan","Aloisi","Engineer","1998-08-10","9999-01-01"
39459,"Bojan","Coorg","Staff","1998-11-20","9999-01-01"
39486,"Brewster","Brandsma","Staff","1996-06-22","9999-01-01"
39495,"Idoia","Sudkamp","Engineer","1997-10-31","9999-01-01"
39497,"Richara","Peck","Engineer","1996-08-22","9999-01-01"
39507,"Theron","Bondorf","Engineer","1995-08-22","9999-01-01"
39509,"Seongbae","Hainaut","Engineer","1998-02-22","9999-01-01"
39512,"Jahangir","Rosca","Assistant Engineer","1997-01-16","9999-01-01"
39518,"Uma","Pfau","Engineer","1997-04-25","9999-01-01"
39543,"Dekang","Schrift","Senior Staff","2001-06-13","9999-01-01"
39543,"Dekang","Schrift","Staff","1995-06-14","2001-06-13"
39554,"Eishiro","Hegner","Engineer","1996-09-15","9999-01-01"
39557,"Hailing","Reinhard","Engineer","1998-01-10","9999-01-01"
39565,"Mircea","Kisuki","Senior Staff","1997-02-05","9999-01-01"
39569,"Patricia","Sundgren","Engineer","1998-11-02","9999-01-01"
39574,"Sorina","Ponthieu","Staff","1997-03-20","9999-01-01"
39596,"Toshimori","Kadhim","Staff","1997-01-28","9999-01-01"
39599,"Rafael","Tsunoo","Staff","1999-07-23","9999-01-01"
39602,"Fatemeh","Coorg","Engineer","1996-10-09","9999-01-01"
39612,"Lubomir","Asrin","Senior Staff","1999-05-13","9999-01-01"
39617,"Ziva","Christ","Assistant Engineer","1998-05-04","9999-01-01"
39619,"Bezalel","McClure","Staff","1997-09-17","9999-01-01"
39622,"Mansur","Dayana","Engineer","1995-07-28","2000-07-27"
39622,"Mansur","Dayana","Senior Engineer","2000-07-27","9999-01-01"
39639,"Leen","Fordan","Senior Staff","1995-11-21","9999-01-01"
39646,"Ayakannu","Tagansky","Senior Staff","1996-03-06","9999-01-01"
39651,"Xiaoqiu","Luga","Engineer","1995-11-08","9999-01-01"
39660,"Goo","Hammerschmidt","Senior Staff","2001-12-20","9999-01-01"
39660,"Goo","Hammerschmidt","Staff","1996-12-20","2001-12-20"
39666,"Xiaoshan","Gurbaxani","Staff","1999-11-19","9999-01-01"
39697,"Siddarth","Improta","Engineer","1997-09-13","9999-01-01"
39702,"Shunichi","Tiemann","Technique Leader","1995-07-18","9999-01-01"
39727,"Zvonko","Chinen","Engineer","1999-02-11","9999-01-01"
39754,"Genki","Vuskovic","Senior Engineer","1998-04-08","9999-01-01"
39766,"Xudong","Sudkamp","Staff","1996-04-12","9999-01-01"
39777,"Shuho","Pusterhofer","Senior Staff","2002-02-19","9999-01-01"
39777,"Shuho","Pusterhofer","Staff","1997-02-19","2002-02-19"
39786,"Maris","Compeau","Staff","1996-02-06","9999-01-01"
39794,"Henk","Harnett","Senior Staff","2001-04-14","9999-01-01"
39794,"Henk","Harnett","Staff","1996-04-14","2001-04-14"
39805,"Wanqing","Velasco","Staff","1996-11-14","9999-01-01"
39818,"Arvind","Sinitsyn","Senior Staff","1995-11-19","9999-01-01"
39830,"Niteen","Cooke","Staff","1995-11-21","9999-01-01"
39835,"Aemilian","Levasseur","Engineer","1997-07-16","9999-01-01"
39841,"Naftaly","Waschkowski","Technique Leader","1997-09-14","9999-01-01"
39850,"Mabo","Plump","Engineer","1999-05-11","9999-01-01"
39856,"Goo","Barinka","Staff","1998-05-28","9999-01-01"
39857,"Howell","Luby","Senior Engineer","1999-01-28","9999-01-01"
39858,"Waiman","Hettesheimer","Senior Staff","1997-06-24","9999-01-01"
39884,"Eldridge","Decaestecker","Technique Leader","1996-04-04","9999-01-01"
39888,"Akemi","Grandbois","Technique Leader","1995-12-10","9999-01-01"
39897,"Laurentiu","Thorensen","Engineer","1998-03-31","9999-01-01"
39931,"Chenxi","Rodiger","Staff","1998-06-03","9999-01-01"
39943,"Rafael","Benaini","Staff","1998-12-21","9999-01-01"
39983,"Bowen","Larfeldt","Engineer","1998-09-12","9999-01-01"
39999,"Uri","Erez","Engineer","1995-10-22","9999-01-01"
40012,"Chinhyun","Ozeri","Staff","1996-05-20","9999-01-01"
40039,"Moie","Zastre","Engineer","1997-07-09","9999-01-01"
40054,"Filipe","Lund","Staff","1999-04-16","9999-01-01"
40071,"Kamakshi","Zallocco","Engineer","1997-03-23","2002-03-23"
40071,"Kamakshi","Zallocco","Senior Engineer","2002-03-23","9999-01-01"
40079,"Shahid","Peltason","Engineer","1995-03-19","2002-03-19"
40079,"Shahid","Peltason","Senior Engineer","2002-03-19","9999-01-01"
40117,"Mihalis","Chvatal","Engineer","1995-07-30","2000-07-29"
40117,"Mihalis","Chvatal","Senior Engineer","2000-07-29","9999-01-01"
40120,"Chiradeep","Dolinsky","Assistant Engineer","1998-02-05","9999-01-01"
40132,"Radhika","Karner","Engineer","1995-12-08","2001-12-07"
40132,"Radhika","Karner","Senior Engineer","2001-12-07","9999-01-01"
40146,"Masaru","Badache","Engineer","1999-07-04","9999-01-01"
40180,"Masato","Serot","Staff","1997-03-04","9999-01-01"
40194,"Mohamadou","Munoz","Engineer","1997-09-21","9999-01-01"
40202,"Ingmar","Nastansky","Engineer","1995-09-06","2000-09-05"
40202,"Ingmar","Nastansky","Senior Engineer","2000-09-05","9999-01-01"
40203,"Rasikan","Pokrovskii","Assistant Engineer","1997-01-29","9999-01-01"
40204,"Divine","Portugali","Technique Leader","1996-02-23","9999-01-01"
40219,"Jayson","Peternell","Engineer","1997-11-30","9999-01-01"
40228,"Jeanna","Escriba","Technique Leader","1996-11-01","9999-01-01"
40230,"Mads","Thorensen","Staff","1996-11-05","9999-01-01"
40231,"Huei","Weedon","Engineer","1995-07-18","9999-01-01"
40240,"Frederique","Tokunaga","Staff","1997-06-26","9999-01-01"
40247,"Sariel","Hanabata","Engineer","1995-08-29","9999-01-01"
40255,"Arne","Yoshimura","Senior Engineer","1999-11-17","9999-01-01"
40256,"Abdelwaheb","Bernardeschi","Staff","1996-08-04","9999-01-01"
40258,"Basim","Berstel","Assistant Engineer","1999-03-23","9999-01-01"
40275,"Shahab","Madeira","Senior Engineer","1999-10-26","9999-01-01"
40279,"Zissis","Honglei","Senior Engineer","1997-09-21","9999-01-01"
40280,"Abdelaziz","Juneja","Engineer","1996-05-09","9999-01-01"
40297,"Ingemar","Hagimont","Senior Staff","2001-02-20","9999-01-01"
40297,"Ingemar","Hagimont","Staff","1996-02-21","2001-02-20"
40299,"Uwe","Minakawa","Senior Engineer","1997-08-20","9999-01-01"
40311,"Shahaf","Luon","Senior Engineer","1998-02-04","9999-01-01"
40331,"Nadjib","Tyugu","Senior Engineer","1997-01-18","9999-01-01"
40346,"Frederique","Masada","Technique Leader","1998-07-11","9999-01-01"
40352,"Mack","Felder","Staff","1998-12-18","9999-01-01"
40355,"Mostafa","Weedman","Staff","1998-11-12","9999-01-01"
40394,"Vatsa","Masamoto","Assistant Engineer","1999-11-07","9999-01-01"
40410,"Keiichiro","Esposito","Assistant Engineer","1996-04-07","9999-01-01"
40415,"Kenton","Gyimothy","Senior Engineer","1998-11-17","9999-01-01"
40445,"Gererd","Nishimukai","Engineer","1996-12-03","2001-12-03"
40445,"Gererd","Nishimukai","Senior Engineer","2001-12-03","9999-01-01"
40473,"Marla","Highland","Engineer","1996-08-04","9999-01-01"
40479,"Khosrow","Pollock","Staff","1999-12-30","9999-01-01"
40482,"Ekawit","Gulak","Staff","2000-01-05","9999-01-01"
40521,"Aris","Lichtman","Staff","1998-12-07","9999-01-01"
40535,"Sailaja","Kobuchi","Staff","1997-10-10","9999-01-01"
40538,"Ulf","Krybus","Engineer","1995-07-10","9999-01-01"
40554,"Herbert","Sudbeck","Staff","1998-08-23","9999-01-01"
40568,"Tetsushi","Crelier","Senior Engineer","1996-01-16","9999-01-01"
40570,"Changho","Merlo","Technique Leader","1997-10-25","9999-01-01"
40577,"Shim","Unno","Engineer","1999-12-27","9999-01-01"
40610,"Amalendu","Dulay","Assistant Engineer","1999-09-24","9999-01-01"
40613,"Xiaoqiu","Waschkowski","Staff","1995-08-09","9999-01-01"
40629,"Feiyu","Szilard","Technique Leader","1999-08-05","9999-01-01"
40635,"Huican","Schapiro","Senior Staff","1996-11-11","9999-01-01"
40642,"Chinho","Chappelet","Engineer","1996-05-14","9999-01-01"
40645,"Moriyoshi","Vickson","Engineer","1998-03-07","9999-01-01"
40662,"Morris","Leuchs","Engineer","1996-11-03","9999-01-01"
40664,"Kamran","Solovay","Senior Engineer","1995-05-29","9999-01-01"
40667,"Chenye","Kaiserswerth","Staff","1997-12-18","9999-01-01"
40670,"Nigel","Journel","Assistant Engineer","1998-08-10","9999-01-01"
40679,"Bokyung","Goldhammer","Senior Staff","1998-06-23","9999-01-01"
40709,"Nishit","Roison","Engineer","1998-05-30","9999-01-01"
40737,"Mads","Pramanik","Staff","1995-01-11","9999-01-01"
40738,"Mototsugu","Varman","Engineer","1996-10-22","9999-01-01"
40758,"Kaijung","Munro","Engineer","1998-10-07","9999-01-01"
40778,"Isamu","Thimonier","Senior Staff","1998-03-18","9999-01-01"
40783,"Akhilish","Schwartzbauer","Senior Staff","1997-06-09","9999-01-01"
40806,"Utz","Bratten","Staff","1998-11-24","9999-01-01"
40820,"Mabry","Guerreiro","Engineer","1997-10-15","9999-01-01"
40849,"Dante","Encarnacion","Senior Engineer","1995-06-03","9999-01-01"
40859,"Leszek","Rattan","Technique Leader","1997-06-14","9999-01-01"
40865,"Florina","Schapiro","Senior Staff","1998-01-08","9999-01-01"
40882,"Nimmagadda","Auyong","Staff","1997-12-03","9999-01-01"
40888,"Changho","Laurillard","Senior Engineer","1998-03-31","9999-01-01"
40892,"Jinxi","Detkin","Engineer","1996-01-22","9999-01-01"
40896,"Gill","Emiris","Senior Staff","1998-06-09","9999-01-01"
40901,"Brendon","Gluchowski","Staff","1995-08-03","9999-01-01"
40914,"Yurij","Orlowski","Engineer","1999-09-23","9999-01-01"
40920,"Zhonghui","Stentiford","Staff","1997-02-10","9999-01-01"
40944,"Munehiko","Chleq","Engineer","1995-06-18","9999-01-01"
40945,"Fox","Krzyzanowski","Senior Staff","1995-05-14","9999-01-01"
40959,"Becky","Takanami","Staff","1998-05-20","9999-01-01"
40966,"Sibyl","Keustermans","Senior Staff","1996-01-10","9999-01-01"
40970,"Barton","Christ","Engineer","1999-10-23","9999-01-01"
